"","GRTS_ID","lowerleft","upperleft","upperright","lowerright","center"
"171",2320,"19.0405315498326,-155.909482909842","19.0403343363237,-155.862069736475","18.9950856233229,-155.862280732485","18.9952827844423,-155.909685114679","19.017809,-155.88588"
"172",2324,"21.128462620837,-157.334754134583","21.1285178836745,-157.286932158861","21.0830683108465,-157.28687849729","21.0830130645323,-157.334691529446","21.105766,-157.310814"
"173",2325,"19.4902965368749,-155.33744746802","19.4899978197466,-155.289947364223","19.4447120837427,-155.29026502741","19.4450107194127,-155.337756307987","19.467505,-155.313854"
"174",2333,"20.6277742621526,-156.188697264351","20.627625961222,-156.140973923235","20.5822307655852,-156.141134245961","20.582379023383,-156.188848680443","20.605003,-156.164914"
"175",2345,"19.6730970302721,-155.621425837409","19.6728485253362,-155.573889766982","19.6275463314157,-155.574154883802","19.6277947678684,-155.621682117525","19.650322,-155.597788"
"176",2356,"21.3999396483271,-157.909635953717","21.4000972184487,-157.861760749914","21.3546168829984,-157.861599404902","21.3544593606914,-157.909465645314","21.377279,-157.885615"
"177",2361,"19.6746007037563,-155.954180815326","19.6744111643232,-155.906644146673","19.6291085397524,-155.906847405509","19.6292980269472,-155.954375237123","19.651855,-155.930512"
"178",2384,"19.26683068693,-155.908470759619","19.2666332091694,-155.86101358143","19.2213659576256,-155.86122496925","19.2215633822278,-155.908673339941","19.244099,-155.884846"
"179",2409,"19.7637138237929,-155.620912991162","19.7634651812991,-155.573359237464","19.7181547981953,-155.573624551554","19.7184033718113,-155.621169461972","19.740935,-155.597267"
"180",2418,"21.0376238120746,-156.713175144213","21.0375685822375,-156.66537105228","20.9921291412117,-156.665433610606","20.9921843546175,-156.71322876566","21.014877,-156.689302"
"181",2445,"20.1716980490315,-155.61860045325","20.1714487776943,-155.570966961758","20.1260999862821,-155.57123316629","20.1263491869484,-155.618857784825","20.1489,-155.594915"
"182",2473,"19.8996701561148,-155.620143005955","19.8994213057997,-155.572562702671","19.8540984036849,-155.572828313078","19.8543471845278,-155.620399763207","19.876885,-155.596483"
"183",2477,"20.8560486665143,-157","20.8560444230951,-156.952231565507","20.8106247607651,-156.952240489073","20.8106290029344,-157","20.833337,-156.976118"
"184",2491,"22.0727749536054,-159.496473837312","22.0732156059621,-159.448467689375","22.0276552743753,-159.448008003296","22.0272147606557,-159.496005139482","22.050215,-159.472239"
"185",2501,"19.4883780249697,-155.052448681737","19.4880288245323,-155.004949335492","19.442743625423,-155.005319936558","19.4430927306472,-155.052810460005","19.465561,-155.028882"
"186",2509,"20.8543513081378,-156.044635745982","20.8541773299612,-155.996868011881","20.8087582175526,-155.997055403901","20.8089321444893,-156.044814214828","20.831555,-156.020843"
"187",2521,"19.5819913981384,-155.526901600266","19.5817261922778,-155.479383400241","19.5364322055917,-155.47966598012","19.5366973387486,-155.527175350119","19.559212,-155.503282"
"188",2523,"21.92790550647,-160.262708037136","21.9284824846591,-160.214732131746","21.8829418649304,-160.214128950274","21.8823650668653,-160.262095855866","21.905424,-160.238416"
"189",2537,"19.9912403985101,-155.810022206522","19.9910251687515,-155.762423824058","19.9456934980101,-155.762654192977","19.9459086673688,-155.810243715489","19.968467,-155.786336"
"190",2580,"21.2195684960935,-157.095679883153","21.2195812567284,-157.047839943252","21.1741213926236,-157.047830992951","21.1741086358231,-157.095661982553","21.196845,-157.071753"
"191",2581,"19.4893751435189,-155.194947514091","19.4890511845143,-155.147447774315","19.4437657066417,-155.147791906763","19.44408957731,-155.195282823521","19.466571,-155.171368"
"192",2601,"19.5372023554612,-155.622194392007","19.5369540553848,-155.574684821842","19.4916639108801,-155.574949643171","19.4919121430626,-155.62245038648","19.514434,-155.59857"
"193",2610,"21.2195472283711,-156.856480183646","21.2195174535647,-156.808640260496","21.1740576086319,-156.808676061681","21.1740873744913,-156.856507034541","21.196803,-156.832576"
"194",2612,"21.5360714617309,-158.005951295027","21.5362462259038,-157.95804931207","21.4907499789239,-157.957869838738","21.4905752681755,-158.005762848299","21.513411,-157.981908"
"195",2624,"19.2636080469698,-155.291534500859","19.2633013321782,-155.244078598145","19.2180349774331,-155.244404478797","19.2183416096781,-155.291851574724","19.240822,-155.267967"
"196",2629,"19.7601738646298,-155.050275185937","19.7598240871148,-155.002722833986","19.7145147125283,-155.00309426261","19.714864393171,-155.050637772064","19.737345,-155.026683"
"197",2653,"20.7188503537497,-156.283876757718","20.7187189245299,-156.23613548348","20.6733141164764,-156.236278099365","20.6734455072766,-156.284010460254","20.696083,-156.260075"
"198",2665,"19.8983415529245,-155.382242511314","19.8980505270127,-155.334662735399","19.8527280075628,-155.33497261072","19.8530189522349,-155.382543533774","19.875535,-155.358605"
"199",2722,"20.9463890025506,-156.474351526605","20.9462913465273,-156.426565455343","20.9008620094255,-156.426672617675","20.9009596365408,-156.474449758821","20.923626,-156.45051"
"200",2733,"20.85598077182,-156.80892629538","20.8559425810677,-156.76115789424","20.8105229487352,-156.761202512035","20.8105611282385,-156.808961989628","20.833252,-156.785062"
"201",2747,"22.2094904569802,-159.497880987502","22.209931527534,-159.449847784","22.1643536985289,-159.44938757963","22.163912767756,-159.497411761222","22.186922,-159.473632"
"202",2757,"19.6714796489583,-155.336210959683","19.671180603638,-155.288675530195","19.6258788693371,-155.288993666025","19.6261778322547,-155.336520259166","19.64868,-155.3126"
"203",2765,"20.8545167997564,-156.092403546787","20.8543513081378,-156.044635745982","20.8089321444893,-156.044814214828","20.8090975873671,-156.092573092421","20.831725,-156.068607"
"204",2768,"19.1756825365864,-155.766557384178","19.1754599694447,-155.719118062732","19.1302003977136,-155.719355696316","19.1304229052609,-155.766786216936","19.152942,-155.742954"
"205",2777,"19.6275463314157,-155.574154883802","19.6272894737826,-155.526627748632","19.5819913981384,-155.526901600266","19.5822481851715,-155.574419902071","19.604769,-155.550526"
"206",2786,"20.9003866087067,-156.235564486911","20.9002465355612,-156.18778757936","20.8548223232118,-156.187939335164","20.8549623549982,-156.235707316068","20.877605,-156.21175"
"207",2788,"21.3990240414436,-158.149010948637","21.3992241968886,-158.10113609739","21.3537441263504,-158.100929935802","21.3535440316393,-158.148795823855","21.376385,-158.124968"
"208",2793,"19.7652183296683,-155.953791754748","19.7650286853073,-155.906237402157","19.719717869072,-155.906440812237","19.7199074608939,-155.953986321214","19.742469,-155.930114"
"209",2836,"21.1286326604012,-157.143466124608","21.1286539153601,-157.09564408865","21.0832043018595,-157.095626201439","21.0831830532558,-157.143439293797","21.105919,-157.119544"
"210",2837,"19.3971049270974,-154.958208833623","19.3967390986076,-154.910727408134","19.3514619050174,-154.911115366224","19.3518276342858,-154.958587975621","19.374284,-154.93466"
"211",2848,"18.9942130832334,-155.672664018616","18.993973974469,-155.625260060171","18.9487291714951,-155.625514916834","18.9489682169136,-155.6729100876","18.971472,-155.649087"
"212",2857,"19.8077005551113,-155.38284444423","19.8074096914468,-155.335282370744","19.7620955472283,-155.335592015536","19.7623863301169,-155.383145242747","19.784899,-155.359216"
"213",2866,"21.0832170510232,-156.952186897608","21.0832043018595,-156.904373798561","21.0377597625281,-156.904391679082","21.0377725078893,-156.95219583787","21.060489,-156.928287"
"214",2868,"21.5362462259038,-157.95804931207","21.5364124651859,-157.910147261846","21.4909161673868,-157.909976761947","21.4907499789239,-157.957869838738","21.513582,-157.934011"
"215",2875,"22.0258419060971,-159.6399954788","22.0263080764365,-159.591998880617","21.9807539322075,-159.591512342302","21.9802879081664,-159.63949993242","22.003298,-159.615752"
"216",2885,"19.7152056484939,-155.098181416349","19.714864393171,-155.050637772064","19.6695590293433,-155.05100022336","19.669900190397,-155.09853502836","19.692383,-155.074589"
"217",2901,"19.6235503457616,-154.956311009226","19.6231840168416,-154.90878545412","19.5778870694727,-154.909174133666","19.5782532977285,-154.956690856288","19.600719,-154.93274"
"218",2921,"19.8988982996028,-155.477402396045","19.8986241438026,-155.429822399295","19.8533014642265,-155.43011456883","19.8535755434935,-155.477685712595","19.8761,-155.453756"
"219",2949,"19.8074096914468,-155.335282370744","19.8071103974935,-155.287720412489","19.7617963363905,-155.288038903494","19.7620955472283,-155.335592015536","19.784604,-155.311658"
"220",2969,"19.3114839827968,-155.765870376083","19.3112612358288,-155.718404632551","19.2659903576424,-155.718642530899","19.2662130444941,-155.766099463799","19.288738,-155.742254"
"221",2978,"20.9919125349659,-156.522048299125","20.991823344248,-156.47425325766","20.9463890025506,-156.474351526605","20.9464781668002,-156.522137634595","20.969151,-156.498198"
"222",3012,"20.946898513247,-157.047786291634","20.9469027591767,-157","20.9014732410827,-157","20.90146899641,-157.047777361395","20.924186,-157.023891"
"223",3013,"19.6255714854951,-155.241467191144","19.6252556807758,-155.193940837807","19.579958164101,-155.194276521304","19.5802738820288,-155.241794041712","19.602765,-155.21787"
"224",3024,"19.2197487648125,-155.529088754012","19.2194841347402,-155.481641102427","19.174221157698,-155.481922843908","19.1744857167314,-155.529361691663","19.196986,-155.505504"
"225",3033,"19.3550225446893,-155.43332127226","19.3547408856591,-155.385847402386","19.3094666625718,-155.386147084929","19.3097482453944,-155.433612141283","19.332245,-155.409732"
"226",3035,"22.1630052251728,-159.593459592271","22.1634632766106,-159.545435766565","22.1178915956008,-159.544957698113","22.117433688967,-159.592972505498","22.140449,-159.569206"
"227",3044,"21.4900000025253,-158.149441439996","21.490200279944,-158.10154865229","21.4447095703666,-158.101342336205","21.4445093540192,-158.149226154002","21.467355,-158.12539"
"228",3049,"19.7200886266176,-156.001531902546","19.7199074608939,-155.953986321214","19.6746007037563,-155.954180815326","19.6747818194191,-156.001717556292","19.697345,-155.977854"
"229",3065,"20.2637280206584,-155.903994886752","20.2635293338208,-155.856343112989","20.2181712687624,-155.856556237802","20.2183698989772,-155.904199131697","20.24095,-155.880273"
"230",3092,"21.1285178836745,-157.286932158861","21.1285646445527,-157.239110163061","21.0831150577435,-157.239065445068","21.0830683108465,-157.28687849729","21.105817,-157.262997"
"231",3093,"19.5333179749251,-155.004578596691","19.5329602629942,-154.95707056218","19.4876712103884,-154.957450126981","19.4880288245323,-155.004949335492","19.510495,-154.981012"
"232",3104,"19.1747418774602,-155.57680064069","19.1744857167314,-155.529361691663","19.1292264058552,-155.529634528044","19.1294824979989,-155.577064676452","19.151985,-155.553215"
"233",3113,"19.4908687289328,-155.432448016685","19.4905868399516,-155.384947686601","19.4453009433243,-155.385247703283","19.4455827554335,-155.432739210021","19.468085,-155.408846"
"234",3115,"22.2071566596025,-159.738044291981","22.2076405447502,-159.690012004122","22.1620634417485,-159.689506691218","22.1615797099299,-159.737529957684","22.18461,-159.713773"
"235",3122,"21.1740193382497,-156.760845102214","21.1739725633513,-156.713014159489","21.1285178836745,-156.713067841139","21.1285646445527,-156.760889836939","21.151269,-156.736954"
"236",3124,"21.3544593606914,-157.909465645314","21.3546168829984,-157.861599404902","21.3091418181161,-157.861438120295","21.3089843434912,-157.909295400672","21.331801,-157.88545"
"237",3129,"19.5387047892988,-155.954763863937","19.5385154061305,-155.907253696547","19.4932248346807,-155.907456728833","19.4934141660601,-155.954958069035","19.515965,-155.931108"
"238",3152,"19.2213659576256,-155.86122496925","19.221160132223,-155.813776677007","19.175896705245,-155.813996790563","19.1761024753888,-155.86143627862","19.198632,-155.837609"
"239",3156,"21.4460045932251,-157.718269294313","21.4461281321766,-157.670384902028","21.4006423271758,-157.670259363891","21.4005188258059,-157.718134789304","21.423324,-157.694262"
"240",3168,"19.0392223920952,-155.625005108982","19.0389748281431,-155.577592454179","18.9937264762764,-155.577856196254","18.993973974469,-155.625260060171","19.016475,-155.601428"
"241",3177,"19.8090284175668,-155.620656424925","19.8087797059976,-155.573093824657","19.7634651812991,-155.573359237464","19.7637138237929,-155.620912991162","19.786247,-155.597006"
"242",3193,"19.4477405266685,-155.860167244785","19.4475344225531,-155.812674882551","19.4022518406159,-155.81289540515","19.4024578886653,-155.860378946838","19.424997,-155.836529"
"243",3205,"20.0340436204052,-155.333732417016","20.0337439072888,-155.286126178291","19.9884086730806,-155.286445262575","19.9887083018849,-155.334042638612","20.011227,-155.310087"
"244",3213,"20.127046106125,-155.761732202337","20.1268222469072,-155.714107306154","20.0814776452546,-155.714346802411","20.0817014411657,-155.761962828786","20.104262,-155.738037"
"245",3229,"20.8100181317455,-156.426886822226","20.8099120779659,-156.379127571301","20.7644975035244,-156.379243533653","20.7646035261453,-156.42699386449","20.787258,-156.403063"
"246",3241,"20.0817014411657,-155.761962828786","20.0814776452546,-155.714346802411","20.0361374064789,-155.714586209473","20.0363611392632,-155.762193369344","20.05892,-155.738272"
"247",3245,"20.7651760495538,-156.856748241246","20.7651463631028,-156.808997670542","20.7197364439763,-156.80903333813","20.719766121727,-156.856774991944","20.742457,-156.832889"
"248",3269,"19.443433424404,-155.100301117832","19.4430927306472,-155.052810460005","19.397811356798,-155.053172103892","19.3981519579018,-155.100653942122","19.420623,-155.076734"
"249",3289,"19.4013435502103,-155.622962090153","19.4010954532288,-155.575478990721","19.3558170779451,-155.575743517052","19.3560651076189,-155.62321779946","19.378581,-155.599351"
"250",3305,"19.9459086673688,-155.810243715489","19.9456934980101,-155.762654192977","19.9003660954646,-155.762884476149","19.9005812045952,-155.810465142007","19.923138,-155.786562"
"251",3344,"18.9948800726114,-155.814876428523","18.9946661323381,-155.767472206051","18.9494211459915,-155.767700699527","18.9496350295842,-155.815096134173","18.972151,-155.791286"
"252",3349,"19.4447120837427,-155.29026502741","19.4444050363596,-155.242773864829","19.3991233056133,-155.243100229899","19.3994302694869,-155.290582572602","19.421918,-155.26668"
"253",3357,"20.6728690839457,-156.093081349469","20.6727037864729,-156.045349221519","20.6273039368298,-156.045527423926","20.6274691861059,-156.093250641985","20.650087,-156.069302"
"254",3369,"19.673337111669,-155.668962003156","19.6730970302721,-155.621425837409","19.6277947678684,-155.621682117525","19.6280347831026,-155.669209446514","19.650566,-155.64532"
"255",3380,"21.4454252395054,-157.909806325916","21.4455828575742,-157.861922155365","21.4000972184487,-157.861760749914","21.3999396483271,-157.909635953717","21.422762,-157.885781"
"256",3385,"19.6291085397524,-155.906847405509","19.6289106311373,-155.859319649453","19.5836121098826,-155.859531666442","19.5838099640951,-155.907050588786","19.606361,-155.883187"
"257",3412,"21.4913635987854,-157.766297161811","21.4914956978362,-157.718403849716","21.4460045932251,-157.718269294313","21.4458725344589,-157.766153636204","21.468685,-157.742281"
"258",3421,"20.6283886532256,-156.427314751505","20.6282827235575,-156.379591160949","20.5828873369007,-156.37970695021","20.5829932357583,-156.427421633992","20.605638,-156.403509"
"259",3433,"20.0799575303429,-155.42865263285","20.0796746216565,-155.381037300201","20.0343348914334,-155.381338771296","20.0346177203276,-155.428945237828","20.057147,-155.404993"
"260",3442,"20.9921291412117,-156.665433610606","20.9920654334604,-156.617638478939","20.9466310199202,-156.617709947405","20.9466947087653,-156.665496145547","20.969381,-156.64157"
"261",3449,"19.4932248346807,-155.907456728833","19.4930270888042,-155.859955464064","19.4477405266685,-155.860167244785","19.4479382186111,-155.907659685687","19.470483,-155.88381"
"262",3471,"21.9369835615417,-159.399109853544","21.9374067050293,-159.351130389343","21.8918632985289,-159.350689224187","21.8914402872088,-159.398659686588","21.914424,-159.374897"
"263",3483,"21.7913011210786,-160.260872182211","21.7918775603781,-160.212923266091","21.7463538082456,-160.212320763126","21.7457775475896,-160.260260689567","21.768828,-160.236594"
"264",3501,"20.8106247607651,-156.952240489073","20.8106120342577,-156.90448098148","20.7651972541651,-156.904498821945","20.7652099769333,-156.952249409307","20.787911,-156.928367"
"265",3515,"22.073647703266,-159.400461368772","22.0740712454407,-159.352454878887","22.0285106446447,-159.352013216599","22.0280872357305,-159.400010694541","22.05108,-159.376235"
"266",3525,"19.3528743810981,-155.101006635382","19.3525338723794,-155.053533613473","19.3072602463909,-155.053894988823","19.3076006629917,-155.101359197683","19.330068,-155.077449"
"267",3533,"20.718430628567,-156.140653098155","20.718273761871,-156.092911993726","20.6728690839457,-156.093081349469","20.6730259047874,-156.140813540645","20.69565,-156.116865"
"268",3536,"19.1749896398466,-155.624239687721","19.1747418774602,-155.57680064069","19.1294824979989,-155.577064676452","19.1297301940475,-155.624494922809","19.152237,-155.60065"
"269",3545,"19.626468374202,-155.384046967281","19.6261778322547,-155.336520259166","19.5808800621437,-155.336829443674","19.581170524238,-155.384347318662","19.603675,-155.360436"
"270",3556,"21.4440833626837,-158.24499354435","21.444300618113,-158.19710989117","21.3988153690306,-158.1968857193","21.3985981796851,-158.244760406022","21.42145,-158.220937"
"271",3561,"19.8099389580767,-155.810907747877","19.8097239688863,-155.763344785441","19.7644091819289,-155.763574811657","19.7646241114062,-155.811128927321","19.787175,-155.787239"
"272",3604,"21.0832170510232,-157.047813102392","21.0832213007447,-157","21.0377767563433,-157","21.0377725078893,-157.04780416213","21.060497,-157.023904"
"273",3605,"19.4444050363596,-155.242773864829","19.44408957731,-155.195282823521","19.3988079323591,-155.195618008401","19.3991233056133,-155.243100229899","19.421607,-155.219194"
"274",3625,"19.7626686850113,-155.430698581835","19.7623863301169,-155.383145242747","19.7170762458588,-155.383445929386","19.7173585225418,-155.430990425426","19.739873,-155.40707"
"275",3636,"21.5815730581841,-158.006139812385","21.5817478759296,-157.958228852669","21.5362462259038,-157.95804931207","21.5360714617309,-158.005951295027","21.55891,-157.982092"
"276",3643,"21.9812114068025,-159.54352456957","21.9816603318708,-159.495536617605","21.9361116333838,-159.49506827158","21.935662848867,-159.543047218656","21.958662,-159.519294"
"277",3653,"19.8511467956247,-155.097119790763","19.8508052558661,-155.049549608889","19.805487475065,-155.049912464904","19.8058289197399,-155.097473797624","19.828318,-155.073514"
"278",3677,"20.7641285453697,-156.235992814323","20.763988595955,-156.188242676711","20.7185790161281,-156.188394262516","20.7187189245299,-156.23613548348","20.741354,-156.212191"
"279",3689,"20.0348921070433,-155.476551813312","20.0346177203276,-155.428945237828","19.9892822403035,-155.429237733854","19.9895565498275,-155.476835446462","20.012088,-155.452893"
"280",3693,"20.5834507196483,-156.713710457999","20.5833956520721,-156.665995584747","20.538004834168,-156.666057909803","20.5380598857673,-156.7137638795","20.560728,-156.689882"
"281",3725,"20.1253017020128,-155.428359918859","20.1250187133066,-155.38073571679","20.0796746216565,-155.381037300201","20.0799575303429,-155.42865263285","20.102489,-155.404696"
"282",3781,"19.580581181392,-155.289311683596","19.5802738820288,-155.241794041712","19.5349802934589,-155.242120770803","19.5352875085863,-155.289629582973","19.557781,-155.265714"
"283",3792,"19.2659903576424,-155.718642530899","19.2657592678255,-155.671185686302","19.2204922515274,-155.671432303658","19.2207232791412,-155.718880340942","19.243242,-155.695035"
"284",3801,"19.6728485253362,-155.573889766982","19.6725915968998,-155.526353795162","19.6272894737826,-155.526627748632","19.6275463314157,-155.574154883802","19.65007,-155.550257"
"285",3817,"19.7195198511813,-155.858895378902","19.7193134072525,-155.811350024499","19.6740068142638,-155.811571039457","19.6742132011488,-155.859107553622","19.696764,-155.835231"
"286",3860,"21.309290780751,-157.813580779548","21.3094312313705,-157.765723381783","21.2639613166124,-157.76558007101","21.2638209084031,-157.813428512027","21.286626,-157.789578"
"287",3872,"18.9489682169136,-155.6729100876","18.9487291714951,-155.625514916834","18.9034879525382,-155.625769679021","18.9037269347959,-155.673156065366","18.926229,-155.649338"
"288",3881,"19.8079829884418,-155.430406629657","19.8077005551113,-155.38284444423","19.7623863301169,-155.383145242747","19.7626686850113,-155.430698581835","19.785185,-155.406774"
"289",3890,"21.1741213926236,-156.952169007049","21.1741086358231,-156.904338017447","21.1286539153601,-156.90435591135","21.1286666683369,-156.952177954002","21.151388,-156.92826"
"290",3892,"21.4907499789239,-157.957869838738","21.4909161673868,-157.909976761947","21.4454252395054,-157.909806325916","21.445259101721,-157.957690432635","21.468088,-157.933836"
"291",3899,"21.9793302120768,-159.735474551296","21.9798133347617,-159.687487336545","21.9342652145175,-159.686982971579","21.9337822430748,-159.734961181856","21.956798,-159.711227"
"292",3909,"19.9427697545117,-155.239175830146","19.9424533352248,-155.19158755424","19.897126839535,-155.191924112998","19.8974431702706,-155.239503532945","19.919949,-155.215548"
"293",3945,"19.9447484438253,-155.572296993381","19.9444910862763,-155.524707932583","19.8991640202823,-155.524982498268","19.8994213057997,-155.572562702671","19.921957,-155.548638"
"294",3973,"19.7158628829712,-155.19326909626","19.7155384784445,-155.145725192177","19.670232928404,-155.146069964829","19.6705572433128,-155.193605029482","19.693048,-155.169667"
"295",3993,"19.3112612358288,-155.718404632551","19.3110300836279,-155.670938977372","19.2657592678255,-155.671185686302","19.2659903576424,-155.718642530899","19.288511,-155.694793"
"296",4002,"20.9919932313745,-156.569843373998","20.9919125349659,-156.522048299125","20.9464781668002,-156.522137634595","20.9465588392612,-156.569923775974","20.969236,-156.545988"
"297",4037,"19.669900190397,-155.09853502836","19.6695590293433,-155.05100022336","19.6242577418453,-155.0513625399","19.6245988089004,-155.098888508901","19.647079,-155.074947"
"298",4048,"19.2641962686854,-155.386446656217","19.2639063591538,-155.338990521306","19.2186398415753,-155.339298788318","19.2189296730801,-155.386746116312","19.241419,-155.362871"
"299",4057,"19.3097482453944,-155.433612141283","19.3094666625718,-155.386147084929","19.2641962686854,-155.386446656217","19.264477775521,-155.433902902322","19.286973,-155.410027"
"300",4059,"22.0718679840485,-159.592485601648","22.0723257462744,-159.544479809197","22.0267656946496,-159.544002099716","22.0263080764365,-159.591998880617","22.049317,-159.568242"
"301",4068,"21.5354960201748,-158.149656806664","21.5356963588342,-158.101755045687","21.490200279944,-158.10154865229","21.4900000025253,-158.149441439996","21.512849,-158.1256"
"302",4073,"19.7202613662153,-156.049077552944","19.7200886266176,-156.001531902546","19.6747818194191,-156.001717556292","19.6749545112839,-156.049254366286","19.697522,-156.025395"
"303",4089,"20.1726106389407,-155.809135345232","20.1723951658531,-155.761501489949","20.127046106125,-155.761732202337","20.1272615181205,-155.80935718446","20.149829,-155.785432"
"304",4132,"21.4895738812534,-158.245226770025","21.4897912029498,-158.197334147028","21.444300618113,-158.19710989117","21.4440833626837,-158.24499354435","21.466938,-158.221166"
"305",4137,"19.8108874431856,-156.048723728891","19.8107146077099,-156.001160387818","19.7653995455969,-156.001346179734","19.7655723330649,-156.048900673824","19.788144,-156.025033"
"306",4156,"21.3551618263093,-157.670133872764","21.3552767755418,-157.622267363885","21.309801510905,-157.622150879925","21.3096865964692,-157.670008428618","21.332482,-157.64614"
"307",4169,"19.8538411899935,-155.525256961776","19.8535755434935,-155.477685712595","19.8082569913945,-155.477968923731","19.8085225639268,-155.525531323162","19.83105,-155.501611"
"308",4197,"19.5775124230174,-154.861657555497","19.57712935842,-154.814141125061","19.531836631724,-154.814547318316","19.5322195913371,-154.862054919712","19.554675,-154.8381"
"309",4205,"20.8102047865745,-156.522405440741","20.810115701287,-156.47464611315","20.7647010670208,-156.474744235304","20.7647901261347,-156.522494642765","20.787453,-156.498573"
"310",4209,"19.9456934980101,-155.762654192977","19.9454698909408,-155.715064756213","19.9001425509841,-155.71530389599","19.9003660954646,-155.762884476149","19.922919,-155.738977"
"311",4213,"20.5380598857673,-156.7137638795","20.538004834168,-156.666057909803","20.4926187007191,-156.666120211603","20.4926737363865,-156.713817281067","20.51534,-156.68994"
"312",4229,"19.8518045779225,-155.192260546509","19.8514799029942,-155.144690104401","19.8061619343712,-155.145035262034","19.8064865189072,-155.192596854843","19.828984,-155.168646"
"313",4244,"21.2638209084031,-157.813428512027","21.2639613166124,-157.76558007101","21.2184966066106,-157.765436813869","21.2183562406938,-157.813276301491","21.241159,-157.78943"
"314",4245,"19.492383364499,-155.717452155143","19.4921519609477,-155.669951224897","19.4468656374898,-155.670198300631","19.4470969779306,-155.717690407197","19.469625,-155.693823"
"315",4289,"19.6692094452951,-155.003465553116","19.6688514383064,-154.955931020915","19.6235503457616,-154.956311009226","19.6239082541145,-155.003836705581","19.64638,-154.979886"
"316",4305,"19.4003007043677,-155.433030295192","19.4000189689087,-155.385547608524","19.3547408856591,-155.385847402386","19.3550225446893,-155.43332127226","19.377521,-155.409437"
"317",4307,"22.2076405447502,-159.690012004122","22.208115867146,-159.641979526355","22.1625386135243,-159.641483234951","22.1620634417485,-159.689506691218","22.18509,-159.665745"
"318",4314,"21.1286029034638,-156.808711849473","21.1285646445527,-156.760889836939","21.0831150577435,-156.760934554933","21.0831533052154,-156.808747623878","21.105859,-156.784821"
"319",4316,"21.4450844442497,-158.005574472162","21.445259101721,-157.957690432635","21.3997735610812,-157.957511093723","21.3995989567394,-158.005386166576","21.422429,-157.981541"
"320",4317,"19.6289106311373,-155.859319649453","19.6287043011325,-155.811791972241","19.5834058365946,-155.812012822897","19.5836121098826,-155.859531666442","19.606159,-155.835664"
"321",4336,"19.1310400503667,-155.909078275085","19.1308427316187,-155.861647509586","19.0855866955163,-155.861858662189","19.085783961568,-155.909280629991","19.108314,-155.885466"
"322",4358,"20.9466310199202,-156.617709947405","20.9465588392612,-156.569923775974","20.9011294229762,-156.5700041479","20.9012015822681,-156.617781389159","20.923881,-156.593855"
"323",4377,"20.2177486521082,-155.761270691573","20.2175246657359,-155.713628045857","20.1721712431484,-155.713867720653","20.1723951658531,-155.761501489949","20.19496,-155.737567"
"324",4379,"21.8910087314689,-159.446629980087","21.8914402872088,-159.398659686588","21.8459026763593,-159.398209688533","21.8454712550833,-159.446170983703","21.868456,-159.422418"
"325",4401,"20.0363611392632,-155.762193369344","20.0361374064789,-155.714586209473","19.9908014989143,-155.71482552739","19.9910251687515,-155.762423824058","20.013582,-155.738507"
"326",4411,"22.2107879790798,-159.353780861511","22.2112033599187,-159.305747149304","22.165625127834,-159.305314011238","22.1652098786443,-159.35333870125","22.188207,-159.329545"
"327",4417,"19.4437657066417,-155.147791906763","19.443433424404,-155.100301117832","19.3981519579018,-155.100653942122","19.3984841497723,-155.148135911384","19.420959,-155.124221"
"328",4429,"19.4466258850091,-155.622706285844","19.4463777205247,-155.575214366112","19.4010954532288,-155.575478990721","19.4013435502103,-155.622962090153","19.423861,-155.59909"
"329",4437,"19.9914471881566,-155.857620671481","19.9912403985101,-155.810022206522","19.9459086673688,-155.810243715489","19.946115398983,-155.857833320451","19.968678,-155.83393"
"330",4472,"21.2195174535647,-157.191359739504","21.2195472283711,-157.143519816354","21.1740873744913,-157.143492965459","21.1740576086319,-157.191323938319","21.196803,-157.167424"
"331",4473,"19.3091766747866,-155.338682139831","19.3088782820823,-155.291217309261","19.2636080469698,-155.291534500859","19.2639063591538,-155.338990521306","19.286393,-155.315106"
"332",4489,"19.6284895497696,-155.764264377158","19.6282663770815,-155.716736867487","19.5829680329195,-155.716975385338","19.5831911442626,-155.764494061435","19.605729,-155.740618"
"333",4494,"20.90146899641,-156.952222638605","20.9014562623927,-156.904445280547","20.8560316928379,-156.904463134349","20.8560444230951,-156.952231565507","20.878751,-156.928341"
"334",4496,"21.3541187724847,-158.005197931501","21.354293323844,-157.957331821966","21.3088183569028,-157.957152617324","21.3086438583792,-158.005009766898","21.331469,-157.981173"
"335",4501,"19.5834058365946,-155.812012822897","19.5831911442626,-155.764494061435","19.5378967559588,-155.764723660346","19.5381113894297,-155.81223359147","19.560652,-155.788366"
"336",4503,"22.0243920831548,-159.783984143232","22.0248839093715,-159.73598811349","21.9793302120768,-159.735474551296","21.9788385401971,-159.783461573292","22.001862,-159.759727"
"337",4533,"20.0346177203276,-155.428945237828","20.0343348914334,-155.381338771296","19.9889994909744,-155.381640130138","19.9892822403035,-155.429237733854","20.011809,-155.40529"
"338",4535,"22.1610874181547,-159.78555303096","22.1615797099299,-159.737529957684","22.1160086243486,-159.737015816575","22.1155164881849,-159.785029871955","22.138548,-159.761282"
"339",4553,"19.8964688735821,-155.096765652138","19.8961272384672,-155.049186617817","19.8508052558661,-155.049549608889","19.8511467956247,-155.097119790763","19.873638,-155.073155"
