"","GRTS_ID","lowerleft","upperleft","upperright","lowerright","center"
"127","1570","18.1345314271733,-67.1143176687046","18.1346753011924,-67.0670627702778","18.0895076700384,-67.0669183049372","18.0893638322143,-67.1141611648396","18.110007,-65.436901"
"128","1575","17.9988728744068,-67.1610671178587","17.9990281412904,-67.1138483962129","17.9538599903964,-67.1136921313295","17.9537047622601,-67.1608988328941","18.202045,-67.185462"
"129","1581","18.0448863287868,-66.8306187951916","18.0449611059611,-66.7833876183977","17.9997929764049,-66.7833154587831","17.9997182179427,-66.8305346090456","18.112746,-66.759871"
"130","1587","17.9999769973666,-66.5944385515749","17.9999942493414,-66.547219278849","17.954825857343,-66.5472072583425","17.9548086096738,-66.5944145105665","17.976517,-65.909836"
"131","1589","17.9997182179427,-66.1694653909544","17.999631958217,-66.1222462835539","17.9544636566347,-66.1223424472136","17.9545498948329,-66.1695495342385","18.066543,-65.815062"
"132","1599","18.0447022620283,-66.0749189860325","18.0445929724794,-66.027687956306","17.9994249350435,-66.0278082218312","17.9995341972444,-66.0750272251385","18.473625,-66.99713"
"133","16","18.3571411606284,-65.2224972613625","18.356824242327,-65.1751839262844","18.3116579270634,-65.1755218585158","18.3119747645851,-65.2228231257521","18.383601,-66.145088"
"134","1604","18.1805278168178,-66.263663012069","18.1804644960201,-66.2163956820439","18.1352968382819,-66.2164679520439","18.1353601431063,-66.2637232371121","17.932004,-66.193192"
"135","1616","18.3119747645851,-65.2228231257521","18.3116579270634,-65.1755218585158","18.2664915890344,-65.1758596183956","18.266808346011,-65.2231488239443","18.067118,-66.004009"
"136","1618","18.1346753011924,-67.0670627702778","18.134807665392,-67.0198077982056","18.0896400009383,-67.0196753714456","18.0895076700384,-67.0669183049372","18.383913,-66.429017"
"137","162","18.5413140959307,-67.0210026831383","18.54143522795,-66.9736390191392","18.496267711037,-66.9735180769732","18.4961466102287,-67.0208696469379","18.158075,-66.429108"
"138","1621","17.9999942493414,-66.452780721151","17.9999769973666,-66.4055614484251","17.9548086096738,-66.4055854894335","17.954825857343,-66.4527927416575","18.292829,-65.95608"
"139","1627","18.2695324792954,-65.7433396926396","18.269342422131,-65.6960489985672","18.2241753108953,-65.6962539691002","18.2243653198639,-65.7435326064963","18.11285,-66.665373"
"140","1629","18.134807665392,-67.0198077982056","18.1349285197465,-66.9725527586248","18.0897608248885,-66.972432370497","18.0896400009383,-67.0196753714456","18.109466,-65.342406"
"141","1636","18.496844382699,-66.5","18.496838615973,-66.4526480904168","18.4516710430634,-66.4526601785366","18.4516768083074,-66.5","18.021536,-67.137539"
"142","1645","18.3613360599956,-66.5473156637298","18.3613418222884,-66.5","18.316174355377,-66.5","18.3161685945534,-66.5473035941065","18.24666,-65.672509"
"143","1650","18.3153447986984,-67.0676413686588","18.3154772970742,-67.0203381808478","18.2703099879921,-67.0202054837435","18.2701775233073,-67.067496608398","18.022169,-66.901414"
"144","1652","18.2257875146337,-66.3581616046168","18.2257472093626,-66.3108821681734","18.1805796247599,-66.3109303728037","18.1806199198364,-66.358197758106","17.976897,-66.948525"
"145","1659","18.3148781747716,-65.7904495357575","18.3146995906307,-65.7431466803648","18.2695324792954,-65.7433396926396","18.2697110180288,-65.79063048513","18.066853,-65.909535"
"146","1661","18.0451164124992,-66.6416938919249","18.0451451729839,-66.5944626048297","17.9999769973666,-66.5944385515749","17.999948244079,-66.6416578120544","18.248007,-66.901926"
"147","1666","18.0890416359058,-67.2086466393481","18.0892084874934,-67.1614039450206","18.0440407736667,-67.1612354885457","18.0438739639414,-67.2084661506075","18.428573,-66.05033"
"148","1677","18.1804644960201,-66.7836043179561","18.1805278168178,-66.736336987931","18.1353601431063,-66.7362767628879","18.1352968382819,-66.7835320479561","18.293589,-66.476351"
"149","1691","18.0896400009383,-65.9803246285544","18.0895076700384,-65.9330816950628","18.0443398811469,-65.9332260868142","18.0444721788446,-65.9804569878574","18.24841,-66.570928"
"150","1693","18.3611343798653,-66.7838937667526","18.3611977650243,-66.7365781954339","18.316030334842,-66.7365178474116","18.3159669658436,-66.7838213491775","18.247374,-67.138352"
"151","1695","18.4964753126171,-66.1211852420269","18.496377278507,-66.07383355474","18.4512098241564,-66.0739423472505","18.451307833073,-66.1212819465878","18.022548,-66.381937"
"152","1698","18.3602124164833,-67.1624164890939","18.360367997467,-67.1151013859864","18.315200778837,-67.1149444825987","18.315045237518,-67.1622475165118","18.337708,-65.861323"
"153","1700","18.135498262801,-66.4527446228735","18.1354809978333,-66.4054892518842","18.0903131639807,-66.4055133296598","18.0903304246047,-66.4527566617636","18.067739,-66.570856"
"154","1702","18.5408814822603,-67.1630932425672","18.5410372230585,-67.1157298010316","18.495869808695,-67.1155725769233","18.4957141080241,-67.1629239245948","17.977299,-66.28754"
"155","1703","17.9538599903964,-67.1136921313295","17.9540037202707,-67.0664853502259","17.908835293399,-67.0663411789051","17.9086915992967,-67.1135359459849","18.335012,-65.293621"
"156","1707","18.4961466102287,-65.9791303530621","18.496013976106,-65.9317788510206","18.450846615118,-65.9319239071055","18.4509792151563,-65.9792633213394","18.202621,-66.99637"
"157","1709","18.2257472093626,-66.6891178318266","18.2257875146337,-66.6418383953832","18.1806199198364,-66.641802241894","18.1805796247599,-66.6890696271963","18.248249,-66.23993"
"158","1717","17.9544636566347,-66.1223424472136","17.9543659200597,-66.0751354091365","17.9091974030407,-66.0752435380684","17.9092951152898,-66.1224385619257","17.977173,-66.806886"
"159","172","18.3122800812777,-65.2701245591858","18.3119747645851,-65.2228231257521","18.266808346011,-65.2231488239443","18.2671135850857,-65.2704381955633","17.931729,-66.051589"
"160","1723","18.2243653198639,-65.7435326064963","18.2241753108953,-65.6962539691002","18.1790081238611,-65.6964588351443","18.1791980847743,-65.7437254220101","18.293416,-66.760136"
"161","1727","18.1353601431063,-66.2637232371121","18.1352968382819,-66.2164679520439","18.0901290507614,-66.2165401852207","18.0901923396593,-66.263783431469","18.112596,-66.14563"
"162","173","18.1800960845507,-66.9726732081241","18.1802054566264,-66.9254060623555","18.1350378642327,-66.9252976576724","18.1349285197465,-66.9725527586248","18.293474,-66.287161"
"163","1732","18.3161225079709,-66.3580892423048","18.3160821822211,-66.3107856851345","18.2709147193285,-66.3108339389566","18.2709550348241,-66.3581254326878","18.429057,-66.618334"
"164","1741","18.496838615973,-66.5473519095832","18.496844382699,-66.5","18.4516768083074,-66.5","18.4516710430634,-66.5473398214634","18.428331,-67.044337"
"165","1744","18.1324596540997,-65.413138747605","18.1321891743818,-65.3658850642955","18.0870221686252,-65.3661739868738","18.0872925803075,-65.4134156325873","18.158052,-66.618153"
"166","175","18.316030334842,-66.2634821525884","18.3159669658436,-66.2161786508225","18.2707995322488,-66.2162510314614","18.2708628851334,-66.2635424698307","18.202206,-65.861811"
"167","1755","18.2245438133219,-65.7908113422352","18.2243653198639,-65.7435326064963","18.1791980847743,-65.7437254220101","18.1793765330888,-65.7909921071436","18.428919,-66.760336"
"168","1757","18.4060424329312,-66.9259489157702","18.4061404167272,-66.8786213982124","18.3609730359265,-66.878524792336","18.3608750771784,-66.9258402342796","18.383682,-66.192409"
"169","1759","18.4967002146059,-66.2632405755824","18.4966367806824,-66.2158887586229","18.4514692596429,-66.215961287176","18.4515326772644,-66.2633010160866","18.065335,-65.531644"
"170","1764","18.2256953883131,-66.2636027563164","18.2256320514954,-66.2163233751924","18.1804644960201,-66.2163956820439","18.1805278168178,-66.263663012069","18.157453,-66.003756"
"171","1778","18.4505468240955,-67.1627546930693","18.450702484755,-67.1154154330873","18.4055352235631,-67.1152583694621","18.4053796027993,-67.1625855479244","18.382357,-67.280803"
"172","1780","18.0451164124992,-66.3583061080751","18.0450761478283,-66.3110748393635","17.999907989484,-66.3111229458357","17.999948244079,-66.3583421879456","18.383855,-66.334374"
"173","1782","18.5410372230585,-67.1157298010316","18.5411814276248,-67.0683662791622","18.496013976106,-67.0682211489794","18.495869808695,-67.1155725769233","18.383809,-66.712948"
"174","1787","18.2701775233073,-65.932503391602","18.2700335400661,-65.8852123407621","18.2248662535698,-65.8853690841573","18.2250102002973,-65.9326480780481","18.066853,-67.090465"
"175","1789","18.0901923396593,-66.736216568531","18.0902441215014,-66.68897329162","18.0450761478283,-66.6889251606365","18.045024378979,-66.7361564048367","17.976207,-67.184589"
"176","1794","18.0436956502678,-67.255696720754","18.0438739639414,-67.2084661506075","17.9987061064212,-67.2082857537821","17.9985278373653,-67.2555042978605","18.02241,-66.759739"
"177","1797","17.954825857343,-66.4527927416575","17.9548086096738,-66.4055854894335","17.9096399824717,-66.4056095182049","17.909657225848,-66.4528047560456","18.021536,-65.862461"
"178","18","18.4052124547244,-67.2099126400722","18.4053796027993,-67.1625855479244","18.3602124164833,-67.1624164890939","18.3600453111346,-67.209731505953","18.428458,-66.997004"
"179","1803","18.3594748492371,-65.6483240225622","18.359261646778,-65.6010094122985","18.3140947101986,-65.6012387297686","18.314307858306,-65.648541271215","18.247903,-66.050789"
"180","1805","18.0898701418657,-66.9251893082238","18.0899679518492,-66.8779461907581","18.0448000474703,-66.8778499290908","18.0447022620283,-66.9250810139675","18.112401,-66.051132"
"181","1819","18.2251426313892,-65.9799271456971","18.2250102002973,-65.9326480780481","18.1798428021058,-65.932792690736","18.1799751997027,-65.9800597075259","18.382541,-67.233483"
"182","1821","18.2703099879921,-67.0202054837435","18.2704309340949,-66.9729142914254","18.2252635468199,-66.972793719042","18.2251426313892,-67.0200728543029","18.067636,-66.287432"
"183","1823","18.3158056630409,-66.1215717642547","18.3157077292679,-66.0742683917648","18.2705403615921,-66.0743769624053","18.2706382704625,-66.1216682715975","18.474144,-66.713056"
"184","1826","18.2700335400661,-67.1147876592379","18.2701775233073,-67.067496608398","18.2250102002973,-67.0673519219519","18.2248662535698,-67.1146309158427","17.931614,-66.995612"
"185","1828","18.2257472093626,-66.3108821681734","18.2256953883131,-66.2636027563164","18.1805278168178,-66.263663012069","18.1805796247599,-66.3109303728037","17.976368,-65.862623"
"186","1835","18.315200778837,-65.8850555174013","18.315045237518,-65.8377524834882","18.2698780382965,-65.8379213698878","18.2700335400661,-65.8852123407621","18.111538,-65.767639"
"187","1837","18.0903304246047,-66.5472433382364","18.0903361781464,-66.5","18.045168181375,-66.5","18.045162429277,-66.5472313054788","18.338238,-66.949441"
"188","1840","18.1319071853232,-65.3186315282688","18.131613686978,-65.2713781456606","18.0864468259737,-65.2716911430885","18.0867402504959,-65.3189324883305","18.338238,-66.050559"
"189","1843","17.9545498948329,-66.8304504657615","17.9546246346379,-66.7832433359074","17.9094560532266,-66.7831712497426","17.909381332024,-66.8303663653068","18.247662,-67.043782"
"190","1851","18.1783691659067,-65.5546597255651","18.1781331549875,-65.5073935931819","18.1329660853069,-65.5076465315281","18.1332020366988,-65.5549006198697","18.158086,-66.476369"
"191","1853","18.3158920752384,-66.8311248140074","18.3159669658436,-66.7838213491775","18.2707995322488,-66.7837489685386","18.270724660687,-66.8310403700001","18.24704,-65.767079"
"192","1855","18.4059329216942,-66.0267236221607","18.4058118830377,-65.9793962217455","18.3606445862203,-65.9795290543325","18.3607655939359,-66.0268443792231","18.022571,-66.570838"
"193","1858","18.3596765274756,-67.3043612562851","18.3598666814537,-67.2570464304035","18.3146995906307,-67.2568533196352","18.3145094851298,-67.3041560765346","17.931924,-66.854009"
"194","1860","18.3613360599956,-66.4526843362702","18.3613187731183,-66.4053686787012","18.3161513120835,-66.4053928179431","18.3161685945534,-66.4526964058935","18.112159,-65.956634"
"195","1869","18.316030334842,-66.7365178474116","18.3160821822211,-66.6892143148655","18.2709147193285,-66.6891660610434","18.2708628851334,-66.7364575301693","18.338434,-66.854822"
"196","187","18.1790081238611,-65.6964588351443","18.1788066503858,-65.6491923526874","18.1336394108318,-65.6494091586318","18.1338408334887,-65.6966635967795","18.428677,-66.097663"
"197","1872","18.1776265960175,-65.4128617214758","18.1773560480647,-65.3655959944345","18.1321891743818,-65.3658850642955","18.1324596540997,-65.413138747605","18.293555,-66.381756"
"198","1883","18.4050337793711,-65.7427603602594","18.4048435767745,-65.6954334592354","18.3596765274756,-65.6956387437149","18.3598666814537,-65.7429535695965","18.338641,-66.712893"
"199","1884","18.3580227727072,-65.3644382399085","18.3577404258771,-65.3171244243337","18.3125738770817,-65.3174261526626","18.31285615194,-65.364727900028","18.157453,-66.996244"
"200","1885","18.451307833073,-66.8787180534122","18.4513943115742,-66.8313784047137","18.4062268730629,-66.8312938313312","18.4061404167272,-66.8786213982124","18.24818,-66.192645"
"201","1887","18.3158920752384,-66.1688751859926","18.3158056630409,-66.1215717642547","18.2706382704625,-66.1216682715975","18.270724660687,-66.1689596299999","18.157039,-67.138026"
"202","1895","17.9537047622601,-67.1608988328941","17.9538599903964,-67.1136921313295","17.9086915992967,-67.1135359459849","17.9085364097939,-67.1607306335866","18.427881,-65.813663"
"203","1899","18.4052124547244,-65.7900873599278","18.4050337793711,-65.7427603602594","18.3598666814537,-65.7429535695965","18.3600453111346,-65.790268494047","18.067429,-66.854279"
"204","1901","18.1352220235181,-66.8307872962009","18.1352968382819,-66.7835320479561","18.0901290507614,-66.7834598147793","18.0900542548199,-66.8307030242325","18.067337,-66.098483"
"205","191","18.0901923396593,-66.263783431469","18.0901290507614,-66.2165401852207","18.0449611059611,-66.2166123816023","18.045024378979,-66.2638435951633","18.427881,-67.186337"
"206","1919","18.1349285197465,-66.0274472413752","18.134807665392,-65.9801922017944","18.0896400009383,-65.9803246285544","18.0897608248885,-66.027567629503","18.022468,-66.287486"
"207","1924","18.2258335778118,-66.4527205266768","18.2258163041186,-66.4054410595002","18.1806487020394,-66.4054651618341","18.1806659713635,-66.4527325778461","18.518665,-67.044615"
"208","1931","18.2703099879921,-65.9797945162565","18.2701775233073,-65.932503391602","18.2250102002973,-65.9326480780481","18.2251426313892,-65.9799271456971","18.337996,-65.955941"
"209","1933","18.0902441215014,-66.68897329162","18.0902843962778,-66.6417299901789","18.0451164124992,-66.6416938919249","18.0450761478283,-66.6889251606365","18.112804,-66.712622"
"210","1939","17.9995341972444,-66.9249727748615","17.999631958217,-66.8777537164461","17.9544636566347,-66.8776575527864","17.9543659200597,-66.9248645908635","18.154633,-65.342111"
"211","1947","18.1799751997027,-65.9800597075259","18.1798428021058,-65.932792690736","18.1346753011924,-65.9329372297222","18.134807665392,-65.9801922017944","17.931729,-66.948411"
"212","1949","18.3154772970742,-67.0203381808478","18.3155982739386,-66.9730349253213","18.2704309340949,-66.9729142914254","18.2703099879921,-67.0202054837435","18.157189,-65.909234"
"213","1951","18.4511002848437,-66.0266028034443","18.4509792151563,-65.9792633213394","18.4058118830377,-65.9793962217455","18.4059329216942,-66.0267236221607","18.247903,-66.949211"
"214","1956","18.2710068690461,-66.5","18.2710011096873,-66.4527084693608","18.2258335778118,-66.4527205266768","18.2258393357099,-66.5","18.248007,-66.098074"
"215","196","18.2709550348241,-66.3581254326878","18.2709147193285,-66.3108339389566","18.2257472093626,-66.3108821681734","18.2257875146337,-66.3581616046168","18.474248,-66.428981"
"216","1965","18.3161513120835,-66.5946071820569","18.3161685945534,-66.5473035941065","18.2710011096873,-66.5472915306392","18.2709838316122,-66.594583055127","18.248422,-66.523643"
"217","1970","18.1796988917856,-67.114474252352","18.1798428021058,-67.067207309264","18.1346753011924,-67.0670627702778","18.1345314271733,-67.1143176687046","18.202494,-67.043643"
"218","1980","18.31285615194,-65.364727900028","18.3125738770817,-65.3174261526626","18.2674073061994,-65.317727727103","18.2676895092948,-65.3650174124135","18.381734,-65.577234"
"219","1981","18.2253729465659,-66.9255145223156","18.2254708306061,-66.87823527027","18.1803033159088,-66.8781388613102","18.1802054566264,-66.9254060623555","18.202932,-66.85455"
"220","1983","18.3610594701611,-66.1687906988932","18.3609730359265,-66.121475207664","18.3158056630409,-66.1215717642547","18.3158920752384,-66.1688751859926","18.292207,-67.233108"
"221","1986","18.4055352235631,-67.1152583694621","18.4056793169853,-67.0679311108505","18.3605120540554,-67.0677862027908","18.360367997467,-67.1151013859864","18.067716,-66.381907"
"222","1995","18.4055352235631,-65.8847416305379","18.4053796027993,-65.8374144520756","18.3602124164833,-65.8375835109061","18.360367997467,-65.8848986140136","18.428192,-65.90833"
"223","1997","18.2257875146337,-66.6418383953832","18.2258163041186,-66.5945589404998","18.1806487020394,-66.5945348381659","18.1806199198364,-66.641802241894","18.203254,-66.523637"
"224","20","18.1354522228909,-66.3582338931694","18.1354119379793,-66.3109785528663","18.0902441215014,-66.31102670838","18.0902843962778,-66.3582700098211","18.201492,-65.67272"
"225","2003","17.999907989484,-66.6888770541643","17.999948244079,-66.6416578120544","17.9547798635621,-66.6416217505534","17.9547396190134,-66.6888289721849","18.067509,-66.192958"
"226","2015","18.2253729465659,-66.0744854776844","18.2252635468199,-66.027206280958","18.1800960845507,-66.0273267918759","18.1802054566264,-66.0745939376445","18.474144,-66.286944"
"227","2018","18.2247107912346,-67.1619098298291","18.2248662535698,-67.1146309158427","18.1796988917856,-67.114474252352","18.1795434687699,-67.1617411155966","18.38389,-66.618304"
"228","2023","17.9985278373653,-67.2555042978605","17.9987061064212,-67.2082857537821","17.9535380358915,-67.2081054488019","17.9533598113223,-67.2553119729347","18.11026,-65.484149"
"229","2027","18.268927752659,-65.6014679302794","18.268703140432,-65.554177568365","18.2235361913048,-65.5544187084282","18.2237607465757,-65.6016970139203","17.931039,-67.184415"
"230","2029","18.0448000474703,-66.8778499290908","18.0448863287868,-66.8306187951916","17.9997182179427,-66.8305346090456","17.999631958217,-66.8777537164461","18.427708,-65.76633"
"231","2035","17.909657225848,-66.5471952439544","17.9096629736404,-66.5","17.8644940738091,-66.5","17.8644883274434,-66.5471832356802","18.067509,-66.807042"
"232","2037","17.9546878760354,-66.2639638306576","17.9546246346379,-66.2167566640926","17.9094560532266,-66.2168287502574","17.9095192788836,-66.2640239025044","18.066704,-65.862299"
"233","2047","18.0898701418657,-66.0748106917762","18.0897608248885,-66.027567629503","18.0445929724794,-66.027687956306","18.0447022620283,-66.0749189860325","18.428677,-66.902337"
"234","205","18.4516537473326,-66.5946796367567","18.4516710430634,-66.5473398214634","18.4065035336221,-66.5473277395139","18.4064862423244,-66.5946554728623","18.428849,-66.192331"
"235","2052","18.4064862423244,-66.4053445271377","18.4064574234988,-66.3580168061202","18.3612899616598,-66.3580530334536","18.3613187731183,-66.4053686787012","17.977242,-66.240327"
"236","2066","18.1342091497894,-67.2088272200743","18.1343760433623,-67.161572487349","18.0892084874934,-67.1614039450206","18.0890416359058,-67.2086466393481","18.022169,-66.098586"
"237","2075","18.2691408465724,-65.6487584090636","18.268927752659,-65.6014679302794","18.2237607465757,-65.6016970139203","18.2239737864529,-65.6489754361929","18.202932,-66.14545"
"238","2077","18.2255571989215,-66.8309559690519","18.2256320514954,-66.7836766248076","18.1804644960201,-66.7836043179561","18.1803896623789,-66.8308716111298","17.932211,-66.381997"
"239","2084","18.2709838316122,-66.405416944873","18.2709550348241,-66.3581254326878","18.2257875146337,-66.3581616046168","18.2258163041186,-66.4054410595002","18.291827,-65.672298"
"240","2093","18.3161225079709,-66.6419107576952","18.3161513120835,-66.5946071820569","18.2709838316122,-66.594583055127","18.2709550348241,-66.6418745673122","18.02195,-66.995864"
"241","2098","18.3148781747716,-67.2095504642425","18.315045237518,-67.1622475165118","18.2698780382965,-67.1620786301122","18.2697110180288,-67.20936951487","18.292541,-67.138515"
"242","210","18.4056793169853,-67.0679311108505","18.4058118830377,-67.0206037782545","18.3606445862203,-67.0204709456675","18.3605120540554,-67.0677862027908","18.022571,-66.429162"
"243","2100","18.0903361781464,-66.5","18.0903304246047,-66.4527566617636","18.045162429277,-66.4527686945212","18.045168181375,-66.5","18.247212,-65.814363"
"244","2103","17.9990281412904,-67.1138483962129","17.9991719070424,-67.0666295949674","17.9540037202707,-67.0664853502259","17.9538599903964,-67.1136921313295","18.112907,-66.570874"
"245","2107","18.4056793169853,-65.9320688891495","18.4055352235631,-65.8847416305379","18.360367997467,-65.8848986140136","18.3605120540554,-65.9322137972092","18.201066,-65.578175"
"246","2109","18.1805278168178,-66.736336987931","18.1805796247599,-66.6890696271963","18.1354119379793,-66.6890214471337","18.1353601431063,-66.7362767628879","18.24818,-66.807355"
"247","2117","17.999948244079,-66.3583421879456","17.999907989484,-66.3111229458357","17.9547396190134,-66.3111710278151","17.9547798635621,-66.3583782494466","18.067429,-66.145721"
